basisofrecord,country,stateprovince,seq,institutioncode,collectioncode,catalognumber,scientificname,yearcollected,monthcollected,daycollected,collector,collectornumber,fieldnumber,county,locality,longitude,latitude,notes
PreservedSpecimen,Brasil,Bahia,4229,UEFS,HUEFS,118329,Pilosocereus pachycladus,2007,4,11,"Queiroz, L.P.de",12831,,Coribe,"Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'�gua, a 24,4 Km S de S�o F�lix do Coribe na estrada para Coribe.",-44.32,-13.319444,"Cacto colunar, ca. 5,0 m alt. Clad�dio azulado."
PreservedSpecimen,Brasil,Bahia,4244,UEFS,HUEFS,180255,Pilosocereus pentaedrophorus subsp. pentaedrophorus,2011,7,23,"Matos, E.N.de",167,,Janda�ra,Proximo entrada Fazenda Luzomar.,-49.446667,-11.435556,"Ereto, ca. 3m alt. H 26"
PreservedSpecimen,Brasil,Minas Gerais,4271,UFU,HUFU,42940,Pilosocereus machrisii,2005,9,30,"Nakajima, J.N.; Romero, R.; Arantes, A.A.A.; Hattori, E.K.O.",4001,,Furnas,"Estrada para pedreira Souza, ca. 2km da Rodovia MG 050",-46.264722,-20.633889,"Cerca de 2m. T�ralas vinho, t�palas internas alvas."
PreservedSpecimen,Brasil,Minas Gerais,4272,UFU,HUFU,70411,Pilosocereus machrisii,2003,10,21,"Volpi, R.L.; Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R. & Rosa, P.O.",726,,Delfin�polis,Estrada para Gurita,-46.871111,-20.281111,"Planta ca. 0,4 m alt. Frutos verdes dourados.; Cerrado Rupestre."
PreservedSpecimen,Brasil,Minas Gerais,4338,NY,NY,996931,Arrojadoa dinae,1994,3,15,N. Roque,CFCR15047,,,"Mun de Espinosa e Montezuma, a 35km. Serra do Pau D�rco. Frequentemente queimado e com grande conc. de Melinis.",-42.6408,-15.0819,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139279' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,4690,NY,NY,996950,Epiphyllum phyllanthus,1967,10,19,J. Ramos,R. & S.138,,,Collected near the base camp of the expedition. (c. 270 km N of Xavantina.),-51.87,-12.9,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139491' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Minas Gerais,4691,NY,NY,996955,Epiphyllum phyllanthus,1970,3,10,H. S. Irwin,27302,,,Ca. 3 km E. of Cantoni,-44.13,-17.57,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139504' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,4692,NY,NY,996956,Epiphyllum phyllanthus,1968,9,18,R. M. Harley,10110,,,c. 4 km east of Base camp.,-51.77,-12.82,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139509' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,4693,NY,NY,996957,Epiphyllum phyllanthus,1967,9,30,G. C. G. Argent,6582,,,Base camp.,-51.77,-12.82,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139512' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,4694,NY,NY,996958,Epiphyllum phyllanthus,1973,10,19,G. T. Prance,19224,,,Between Buriti and Chapada dos Guimar�es.,-55.7608333,-15.4436,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139515' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4705,NY,NY,996953,Epiphyllum phyllanthus phyllanthus,1965,9,29,H. S. Irwin,8800,,,Bras�lia. Vicinity of Planaltina,-47.67,-15.62,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139499' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4706,NY,NY,996954,Epiphyllum phyllanthus phyllanthus,1965,9,29,H. S. Irwin,8800,,,Bras�lia. Vicinity of Planaltina,-47.67,-15.62,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139502' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,S�o Paulo,4731,NY,NY,645454,Pereskia aculeata,1981,5,30,K. Mizoguchi,1697,,Bastos Mun.,Cecao de Gloria,-47.38,-21.57,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=271752' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4738,NY,NY,996960,Nopalea cochenillifera,1980,4,30,E. P. Heringer,4571,,,Bras�lia. Bacia do Rio S�o Bartolomeu.,-47.9294,-15.7797,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140512' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4741,NY,NY,2210869,Opuntia,1979,6,12,E. P. Heringer,1539,,,"Estrada para Planaltina, ponte sobre o Rio S�o Bartolomeu.",-47.9294,-15.7797,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2343606' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Minas Gerais,4781,NY,NY,996945,Epiphyllum phyllanthus phyllanthus,1964,8,23,H. S. Irwin,5477,,Buritis Mun.,Fazenda Furquilho Novo.,-46.4302778,-15.6171,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139483' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Minas Gerais,4782,NY,NY,996946,Epiphyllum phyllanthus,1964,8,23,H. S. Irwin,5477,,Buritis Mun.,Fazenda Furquilho Novo.,-46.4302778,-15.6171,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139485' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Goi�s,4843,NY,NY,996973,Pilosocereus machrisii,1965,10,19,H. S. Irwin,9317,,Alto Para�so de Goi�s Mun.,"Chapada dos Veadeiros, ca. 12 km N.W. of Alto Para�so de Goi�s (formerly Veadeiros).",-47.59528,-14.04001,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140747' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4889,NY,NY,996952,Epiphyllum phyllanthus,1964,9,3,H. S. Irwin,5899,,,"Parque Municipal do Gama, ca. 20 km S of Bras�lia.",-48.0638,-16.01719,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139497' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Distrito Federal,4890,NY,NY,996951,Epiphyllum phyllanthus,1964,9,3,H. S. Irwin,5899,,,"Parque Municipal do Gama, ca. 20 km S of Bras�lia.",-48.0638,-16.01719,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139493' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Bahia,4952,NY,NY,1192905,Tacinga inamoena,2001,3,31,J. G. Jardim,3325,,Urandi Mun.,"Rod. Licicio de Almeida/Urandi 15,4 km, area montanhosa",-42.5742,-14.7472,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396358' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,5021,NY,NY,996949,Epiphyllum phyllanthus phyllanthus,1964,10,7,G. T. Prance,59288,,�gua Boa Mun.,"Between Garapu and river camp, 50 km north of Chavantina. Forest at margin of Rio Vau.",-52.1583,-14.0503,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139489' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Goi�s,5026,NY,NY,996937,Cereus jamacaru colcirupicola,1968,1,24,H. S. Irwin,19110,,Cocalzinho de Goi�s Mun.,"50 km N. of Corumb� de Goi�s on road to Niquel�ndia, valley of Rio Maranh�o. Serra dos Pirineus.",-48.6,-15.57,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1139303' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,S�o Paulo,5031,NY,NY,645441,Opuntia monacantha,1965,2,10,G. Eiten,6010-B,,Paragua�u Paulista Mun.,Along road (to Bor�) ca. 1 km N of city of Paragua�u Paulista,-50.58,-22.4,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=34416' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,S�o Paulo,5032,NY,NY,645501,Pereskia grandifolia,1965,2,10,G. Eiten,6011,,Paragua�u Paulista Mun.,Along road (to Bor�) ca. 1 km N of city of Paragua�u Paulista,-50.58,-22.4,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345259' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Goi�s,5035,NY,NY,996972,Pilosocereus machrisii,1965,11,1,H. S. Irwin,9716,,Cristalina Mun.,Serra dos Cristais. 5 km W. of Cristalina,-47.6,-16.79518,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140744' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,5077,MNHN,RECOLNAT_MNHN_P,P05003237,Epiphyllum phyllanthus,1967,10,1,"Ramos, J.|Souza, R.",,,,"Xavantina-Cachimbo Expedition. Collected near the base camp of the Expedition (c. 270km N of Xavantina). Mato Grosso, Centro-oeste, Brasil, Am�rica do Sul",-51.86667,-12.9,Northern Mato Grosso Expedition 1967/69. Flora of Mato Grosso. Late October or November 1967. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003237' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Mato Grosso,5078,MNHN,RECOLNAT_MNHN_P,P05003240,Epiphyllum phyllanthus,1967,9,30,"Argent, G.|Ramos, J.|Richards, P.W.|Souza, R.",,6582,,"Expedfition Base Camp. Mato Grosso, Centro-oeste, Brasil, Am�rica do Sul",-51.76667,-12.81667,Plateau Royal Society/Royal Geographical Society Expedition 1967-1969. Central Brazilian. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05003240' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Goi�s,5136,NY,NY,996974,Pilosocereus machrisii,1965,11,1,H. S. Irwin,9716,,Cristalina Mun.,Serra dos Cristais. 5 km W. of Cristalina,-47.6,-16.79518,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140755' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Minas Gerais,5167,NY,NY,996980,Rhipsalis floccosa,1972,2,18,W. R. Anderson,36209,,,"Serra do Espinha�o, Serra do Cip�",-43.566908,-19.391522,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140776' target='other'> <mi>dwc_moreinfo</mi></a>
PreservedSpecimen,Brasil,Bahia,5184,NY,NY,645418,Tacinga inamoena,1972,3,2,W. R. Anderson,36462,,,Espigao Mestre. Serra 34 km W of Barreiras,-44.99,-12.15,<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14372' target='other'> <mi>dwc_moreinfo</mi></a>
