basisofrecord,country,stateprovince,seq,institutioncode,collectioncode,catalognumber,scientificname,yearcollected,monthcollected,daycollected,collector,collectornumber,fieldnumber,county,locality,longitude,latitude,notes
PreservedSpecimen,Brasil,Bahia,3276,FURB,UB,,Cereus jamacaru,2018,1,10,"Soares, AS",IFN-315438extra,,Buritirama,,-43.5597222,-10.8,"Conglomerado BA-315. Subunidade 2. Subparcela 5. Indiv�duo 9. F6; �rvore; 5,5m; DAP 13cm. Presen�a de espinhos no caule. Base do caule reta. Fruto imaturo; 3x7cm; exterior verde, interior branco; carnoso, com polpa; Solo areno-argilos"
PreservedSpecimen,Brasil,Paran�,3335,UNICAMP,UEC,98102,Hatiora salicornioides,1997,12,18,"Torezan, JMD; Arima, LIA; Pimenta, JA; Resende, JCF; Sifuentes, DVO; Rodrigues, RR",757,,Seng�s,Fazenda Pisa-Papel e celulose.,-49.403889,-24.202222,"Erva, ep�fita, frutos maduros r�seos.; Floresta Higr�fila, mata perturbada."
PreservedSpecimen,Brasil,Minas Gerais,3362,UNICAMP,UEC,114520,Brasilicereus markgrafii,2000,8,16,"Aona, LYS; Belinello, R",691,,Gr�o Mogol,"Estrada p/ Crist�lia, afloramento. 13 km de Gr�o -Mogol.",-45.886111,-16.653056,"At� 1 m, cultivo."
PreservedSpecimen,Brasil,Mato Grosso,3372,UNICAMP,UEC,114411,Cereus,1997,3,17,"Souza, VC; Souza, JP; Duarte, AR; Mazine, FF",14316,,S�o Felix do Araguaia,"Beira do Rio Araguaia, pr�ximo ? cidade de S�o F�lix do Araguaia. Arredores do Lago dos Ingleses e da Fazenda CCA.",-50.67325,-11.636583,Planta at� 6 m de altura; frutos verdes com nuances avermelhados; polpa alva.; Savana Parque. �rea arborizada (Cerrado em solo arenoso).
PreservedSpecimen,Brasil,Minas Gerais,3385,UNICAMP,UEC,124893,Tacinga inamoena,2001,10,20,"Lombardi, JA; Dutilh, JHA; Semir, J",4466,,Verdel�ndia,"Lado direito da estrada Jaiba/Verdel�ndia, entre os kms 118-116.",-44.00555,-15.996228,"Lageado. Arbusto sobre rocha, ca. 0,5m, frutos imaturos verdes."
PreservedSpecimen,Brasil,Minas Gerais,3386,UNICAMP,UEC,161455,Tacinga werneri,,,,"Dutilh, JHA; Semir, J",s.n.,,Ja�ba,Furados.,-43.859167,-15.210278,
PreservedSpecimen,Brasil,Paran�,3430,UTFPR,HCF,18712,Parodia carambeiensis,2013,10,11,J.M. Silva,8370,,Ponta Grossa,Furnas de Itaiacoca,-49.955556,-25.146944,rup�cola. Flor amarela.
PreservedSpecimen,Brasil,Paran�,3475,UTFPR,HCF,9491,Rhipsalis dissimilis,2011,5,21,M.G. Caxamb�,3407,,Ponta Grossa,Arredores do Buraco do Padre,-49.9635,-25.162889,"erva suculenta, heli�fita, rup�cola, ca. 0,20 m. Flores amarelas. Frequente nos afloramentos areniticos."
PreservedSpecimen,Brasil,Minas Gerais,3588,UFU,HUFU,,Arthrocereus melanurus,2003,10,21,"Volpi, R.L.; Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva; H.R & Rosa, P.O.",726,,Delfin�polis,Estrada para Gurita,-46.871111,-20.281111,"Planta ca. 0,4 m. Frutos verdes dourados; Cerrado Rupestre"
PreservedSpecimen,Brasil,Minas Gerais,3589,UFU,HUFU,26990,,2002,1,24,"Romero, R.",6207,,S�o Roque de Minas,"Parque Nacional da Serra da Canastra, Jusante da Vargem Bonita.",-46.364722,-20.332778,"Ep�fita, frutos r�seos.; Beira da estrada."
PreservedSpecimen,Brasil,Goi�s,3855,FURB,HJ,2328,Cereus bicolor,2005,10,31,"Souza, L.F.",2675,,Serran�polis,RPPN Pousada das Araras,-51.9952777,-18.4394444,frutos de cor verde Habitat: Mata seca Habito: arbustivo
PreservedSpecimen,Brasil,Goi�s,3859,FURB,HJ,6354,Praecereus euchlorus,2012,10,10,"Larocca, J.; Emiliano Ferreira, G.; Grala, F.",51,,Acre�na,BR 060,-50.4136111,-17.4147222,Habitat: Mata seca em afloramento rochoso Habito: herb�ceo
PreservedSpecimen,Brasil,Goi�s,3860,FURB,HJ,6355,Praecereus euchlorus,2012,10,10,"Larocca, J.; Emiliano Ferreira, G.; Grala, F.",52,,Acre�na,BR 060,-50.4136111,-17.4147222,Habitat: Mata seca em afloramento rochoso Habito: herb�ceo
PreservedSpecimen,Brasil,Goi�s,3861,FURB,HJ,6356,Praecereus euchlorus,2012,10,10,"Larocca, J.; Emiliano Ferreira, G.; Grala, F.",50,,Acre�na,BR 060,-50.4419444,-17.4688889,Habitat: Mata seca em afloramento rochoso Habito: herb�ceo
PreservedSpecimen,Brasil,Bahia,4037,UEFS,HUEFS,123964,Tacinga inamoena,2007,5,7,"Guedes, M.L.S.",13412,,Feira da Mata,"M�dio S�o Francisco, na margem do rio Carinhanha.",-44.2125,-14.215,
PreservedSpecimen,Brasil,Bahia,4038,UEFS,HUEFS,124056,Tacinga inamoena,2007,5,7,"Guedes, M.L.S.",13342,,Feira da Mata,M�dio S�o Francisco. Pr�ximo ao Rio Cariranhanha.,-44.2125,-14.215,
PreservedSpecimen,Brasil,Bahia,4039,UEFS,HUEFS,123771,Tacinga inamoena,2007,5,28,"Guedes, M.L.S.",13552,,Feira da Mata,"M�dio S�o Francisco, pr�ximo ? margem do rio Carinhanha.",-43.784444,-14.784722,
PreservedSpecimen,Brasil,Bahia,4059,UEFS,HUEFS,201662,Tacinga inamoena,2013,2,16,"Souza, I.M.",175,,Barra,Estrada para Limoeiro.,-42.942222,-10.948333,"Arbusto ca. 2,5 m altura. Folhas verdes. Bot�es amarelo-esverdeados, flores com filetes brancos."
PreservedSpecimen,Brasil,Bahia,4068,UEFS,HUEFS,235405,Tacinga inamoena,2017,3,8,"Pennington, R.T.",,,Barra,"Iberaba, dunes near village",-42.816667,-10.816667,"Common cactus, to 70cm. DNA."
PreservedSpecimen,Brasil,Bahia,4072,UEFS,HUEFS,245941,Tacinga inamoena,2018,2,19,"Cardoso, D.",4416,,Barra,"Ibiraba, Comunidade de Icatu, plot #1 Projeto Nordeste.",-42.819167,-10.820278,"Erva prostrada. Clad�dios verdes. Flor com p�talas alaranjadas, hipanto verde DNA."
PreservedSpecimen,Brasil,Bahia,4073,UEFS,HUEFS,25444,Tacinga inamoena,1997,2,24,"Queiroz, L.P.de",4826,,Barra,"Ibiraba (=Icatu), Santa Cruz, em frente ao povoado de Ibiraba, no caminho para os Brejos.",-42.833333,-10.833333,"Quip� Planta suculente, subarbustiva, ereta, de at� 40 cm, ou prostrada. Clad�dios verde-claros. Frutos maduros vermelho-amarelados. Comum."
PreservedSpecimen,Brasil,Bahia,4076,UEFS,HUEFS,62671,Tacinga inamoena,1996,6,23,"Giulietti, A.M.",PCD2966,,Xique-Xique,Dunas do rio S�o Francisco.,-42.772778,-10.771111,
